"trip","wells","conservation","order","sp_code","size","sex","fao_code","group","species"
2,"3","frozen",173,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",174,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",175,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",176,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",177,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",178,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",179,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",180,4,"1",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",181,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",182,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",183,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",184,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",185,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",186,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",187,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",188,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",189,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",190,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",191,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",192,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",193,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",194,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",195,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",196,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",197,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",198,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",199,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",200,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",201,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",202,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",203,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",204,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",205,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",206,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",207,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",208,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",209,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",210,4,"1",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",211,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",212,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",213,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",214,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",215,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",216,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",217,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",218,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",219,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",220,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",221,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",222,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",223,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",224,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",225,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",226,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",227,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",228,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",229,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",230,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",231,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",232,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",233,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",234,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",235,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",236,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",237,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",238,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",239,4,"1",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",240,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",241,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",242,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",243,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",244,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",245,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",246,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",247,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",248,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",249,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",250,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",251,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",252,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",253,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",254,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",255,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",256,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",257,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",258,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",259,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",260,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",261,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",262,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",263,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",264,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",265,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",266,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",267,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",268,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",269,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",270,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",271,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",272,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",273,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",274,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",275,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",276,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",277,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",278,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",279,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",280,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",281,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",282,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",283,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",284,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",285,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",286,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",287,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",288,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",289,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",290,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",291,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",292,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",293,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",294,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",295,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",296,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",297,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",298,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",299,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",300,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",301,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",302,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",303,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",304,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",305,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",306,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",307,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",308,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",309,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",310,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",311,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",312,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",313,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",314,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",315,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",316,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",317,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",318,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",319,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",320,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",321,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",322,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",323,4,"1",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",324,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",325,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",326,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",327,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",328,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",329,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",330,10,"3",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",331,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",332,10,"3",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",333,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",334,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",335,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",336,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",337,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",338,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",339,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",340,5,"3",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",341,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",342,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",343,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",344,4,"1",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",345,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",346,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",347,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",348,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",349,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",350,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",351,4,"1",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",352,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",353,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",354,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",355,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",356,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",357,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",358,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",359,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",360,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",361,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",362,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",363,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",364,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",365,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",366,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",367,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",368,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",369,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",370,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",371,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",372,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",373,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",374,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",375,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",376,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",377,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",378,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",379,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",380,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",381,4,"3",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",382,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",383,4,"2",NA,"FAL","Shark","Carcharhinus falciformis"
2,"3","frozen",384,9,"2",NA,"SPN","Shark","Sphyrna spp."
2,"3","frozen",385,9,"2",NA,"SPN","Shark","Sphyrna spp."
2,"3","frozen",386,9,"2",NA,"SPN","Shark","Sphyrna spp."
2,"3","frozen",387,3,"3","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",388,3,"3","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",389,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",390,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",391,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",392,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",393,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",394,12,"1",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",395,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",396,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",397,12,"2",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",398,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",399,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",400,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",401,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",402,3,"2","2","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",403,3,"1","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",404,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",405,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",406,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",407,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",408,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",409,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",410,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",411,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",412,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",413,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",414,3,"2",NA,"DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",415,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",416,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",417,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",418,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",419,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",420,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",421,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",422,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",423,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",424,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",425,3,"2","2","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",426,3,"1","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",427,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",428,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",429,10,"3",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",430,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",431,3,"2","2","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",432,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",433,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",434,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",435,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",436,3,"1","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",437,3,"1","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",438,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",439,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",440,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",441,12,"2",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",442,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",443,12,"2",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",444,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",445,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",446,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",447,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",448,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",449,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",450,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",451,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",452,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",453,10,"3",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",454,10,"3",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",455,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",456,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",457,10,"3",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",458,3,"2","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",459,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",460,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",462,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",463,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",464,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",465,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",466,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",467,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",468,12,"2",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",469,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",470,1,"3",NA,"BUM","Billfish","Makaira nigricans"
2,"3","frozen",471,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",472,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",473,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",474,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",475,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",476,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",477,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",478,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",479,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",480,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",481,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",482,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",483,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",484,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",485,12,"3",NA,"YFT","Tuna","Thunnus albacares"
2,"3","frozen",486,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",487,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",488,10,"3",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",489,10,"1",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",490,10,"3",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",491,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",492,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",493,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",494,10,"3",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",495,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",496,5,"3",NA,"MLS","Billfish","Tetrapturus audax"
2,"3","frozen",497,3,"1","1","DOL","Large fish","Coryphaena hippurus"
2,"3","frozen",498,10,"2",NA,"SWO","Billfish","Xiphias gladius"
2,"3","frozen",499,5,"2",NA,"MLS","Billfish","Tetrapturus audax"
3,"5","iced",1,12,"1",NA,"YFT","Tuna","Thunnus albacares"
3,"5","iced",2,12,"1",NA,"YFT","Tuna","Thunnus albacares"
3,"5","iced",3,12,"1",NA,"YFT","Tuna","Thunnus albacares"
3,"5","iced",4,3,"2","1","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",5,3,"2","1","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",6,3,"2","2","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",7,3,"2","2","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",8,3,"2","1","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",9,3,"2","2","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",10,3,"2","1","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",11,3,"2","2","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",12,3,"2","2","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",13,3,"2","2","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",14,3,"3","2","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",15,3,"3","2","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",16,3,"3","2","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",17,3,"3","1","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",18,3,"3","1","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",19,3,"2","2","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",20,3,"3","1","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",21,3,"3","1","DOL","Large fish","Coryphaena hippurus"
3,"5","iced",22,3,"3","2","DOL","Large fish","Coryphaena hippurus"
